position;dPos;Intensity;dInt
1.12885;0.019383212789622916;0.4404578431372549;0.005879990375227158
2.79125;0.047054214083211685;0.9990196078431373;0.0010596075528655946
4.37865;0.07365347358746532;0.999606862745098;0.0005215686274508968
5.94105;0.09986637766694303;1.0;0.0
7.5472;0.12682414797253413;0.9994774509803922;0.00021454242143673406
9.134625;0.15347752964494302;0.9921892156862745;0.00012941176470582239
10.747025;0.18055115718391296;0.41097941176470587;0.008552337007007528
