Distance_(unit),Gray_Value
2.4186,9.067
2.4202,9.067
2.4217,9.400
2.4233,9.733
2.4249,10.200
2.4264,9.700
2.4280,9.500
2.4295,9.467
2.4311,9.400
2.4327,9.800
2.4342,9.767
2.4358,9.867
2.4374,9.767
2.4389,9.900
2.4405,9.767
2.4420,10.233
2.4436,10.200
2.4452,10.067
2.4467,10.200
2.4483,10.867
2.4499,11.267
2.4514,11.533
2.4530,11.000
2.4545,11.133
2.4561,11.800
2.4577,12.333
2.4592,12.467
2.4608,12.467
2.4624,12.600
2.4639,12.600
2.4655,12.367
2.4670,12.600
2.4686,13.267
2.4702,13.700
2.4717,13.167
2.4733,12.333
2.4749,11.567
2.4764,11.800
2.4780,11.800
2.4795,12.167
2.4811,12.600
2.4827,12.133
2.4842,11.867
2.4858,11.600
2.4874,11.733
2.4889,11.733
2.4905,11.467
2.4920,11.300
2.4936,11.367
2.4952,11.233
2.4967,11.000
2.4983,10.733
2.4999,10.433
2.5014,10.667
2.5030,11.167
2.5045,11.767
2.5061,11.967
2.5077,11.767
2.5092,11.867
2.5108,11.800
2.5123,11.833
2.5139,12.100
2.5155,12.000
2.5170,12.100
2.5186,12.200
2.5202,12.400
2.5217,12.233
2.5233,12.533
2.5248,12.867
2.5264,14.100
2.5280,14.100
2.5295,14.700
2.5311,15.500
2.5327,16.400
2.5342,17.533
2.5358,17.700
2.5373,18.000
2.5389,18.567
2.5405,18.100
2.5420,17.833
2.5436,18.800
2.5452,19.133
2.5467,18.933
2.5483,18.133
2.5498,17.633
2.5514,17.100
2.5530,16.700
2.5545,16.767
2.5561,16.967
2.5577,16.833
2.5592,17.633
2.5608,19.100
2.5623,20.967
2.5639,23.467
2.5655,26.367
2.5670,28.867
2.5686,30.033
2.5702,29.533
2.5717,29.633
2.5733,29.733
2.5748,29.867
2.5764,30.900
2.5780,31.633
2.5795,33.267
2.5811,35.667
2.5827,37.600
2.5842,38.833
2.5858,39.467
2.5873,40.000
2.5889,41.733
2.5905,43.833
2.5920,46.500
2.5936,47.367
2.5952,48.533
2.5967,49.100
2.5983,50.500
2.5998,51.700
2.6014,54.667
2.6030,58.833
2.6045,63.600
2.6061,65.567
2.6077,66.167
2.6092,67.033
2.6108,67.867
2.6123,67.367
2.6139,68.000
2.6155,70.000
2.6170,73.533
2.6186,78.367
2.6202,81.833
2.6217,84.767
2.6233,90.167
2.6248,95.533
2.6264,102.333
2.6280,107.633
2.6295,111.900
2.6311,114.867
2.6327,120.233
2.6342,127.067
2.6358,132.300
2.6373,135.633
2.6389,138.900
2.6405,143.167
2.6420,150.500
2.6436,159.800
2.6452,171.233
2.6467,182.133
2.6483,192.033
2.6498,199.700
2.6514,206.033
2.6530,212.633
2.6545,221.333
2.6561,231.133
2.6577,241.467
2.6592,247.100
2.6608,250.167
2.6623,251.233
2.6639,252.267
2.6655,252.467
2.6670,252.367
2.6686,251.967
2.6702,251.967
2.6717,252.333
2.6733,253.633
2.6748,253.633
2.6764,253.667
2.6780,253.667
2.6795,253.667
2.6811,253.667
2.6827,253.333
2.6842,253.333
2.6858,253.333
2.6873,253.333
2.6889,253.200
2.6905,253.200
2.6920,253.400
2.6936,253.567
2.6952,253.533
2.6967,253.533
2.6983,253.567
2.6998,253.667
2.7014,254.000
2.7030,254.000
2.7045,254.000
2.7061,254.000
2.7077,254.000
2.7092,254.000
2.7108,254.000
2.7123,254.000
2.7139,254.000
2.7155,254.000
2.7170,254.000
2.7186,254.000
2.7201,253.933
2.7217,253.933
2.7233,253.933
2.7248,254.000
2.7264,254.400
2.7280,254.400
2.7295,254.367
2.7311,254.367
2.7326,254.133
2.7342,254.133
2.7358,254.167
2.7373,254.067
2.7389,254.133
2.7405,254.133
2.7420,254.167
2.7436,254.167
2.7451,254.033
2.7467,254.033
2.7483,254.100
2.7498,254.100
2.7514,254.000
2.7530,254.000
2.7545,253.867
2.7561,253.933
2.7576,254.000
2.7592,254.000
2.7608,254.000
2.7623,253.933
2.7639,254.000
2.7655,254.000
2.7670,254.000
2.7686,254.000
2.7701,254.000
2.7717,254.000
2.7733,254.000
2.7748,254.000
2.7764,254.667
2.7780,254.667
2.7795,254.000
2.7811,254.000
2.7826,253.667
2.7842,253.667
2.7858,254.000
2.7873,254.000
2.7889,254.633
2.7905,254.633
2.7920,254.867
2.7936,254.867
2.7951,254.733
2.7967,254.700
2.7983,254.367
2.7998,254.367
2.8014,254.000
2.8030,254.000
2.8045,254.000
2.8061,254.000
2.8076,254.000
2.8092,254.000
2.8108,253.767
2.8123,253.767
2.8139,253.867
2.8155,253.867
2.8170,253.833
2.8186,253.833
2.8201,253.967
2.8217,253.967
2.8233,253.967
2.8248,253.967
2.8264,253.900
2.8280,253.833
2.8295,254.000
2.8311,254.000
2.8326,254.233
2.8342,254.200
2.8358,254.167
2.8373,254.167
2.8389,254.367
2.8405,254.367
2.8420,254.233
2.8436,254.233
2.8451,254.000
2.8467,254.000
2.8483,254.000
2.8498,253.933
2.8514,253.200
2.8530,252.767
2.8545,253.267
2.8561,253.267
2.8576,253.033
2.8592,253.033
2.8608,253.133
2.8623,253.133
2.8639,253.400
2.8655,253.333
2.8670,253.133
2.8686,253.133
2.8701,252.267
2.8717,252.267
2.8733,252.400
2.8748,252.400
2.8764,252.133
2.8780,251.633
2.8795,251.200
2.8811,250.767
2.8826,250.233
2.8842,249.333
2.8858,247.867
2.8873,246.433
2.8889,245.167
2.8905,239.033
2.8920,228.567
2.8936,215.900
2.8951,200.767
2.8967,183.100
2.8983,164.067
2.8998,146.067
2.9014,130.367
2.9030,119.767
2.9045,113.367
2.9061,110.633
2.9076,105.067
2.9092,94.233
2.9108,82.500
2.9123,77.633
2.9139,79.633
2.9155,84.633
2.9170,87.900
2.9186,81.467
2.9201,69.933
2.9217,60.567
2.9233,55.300
2.9248,52.800
2.9264,51.600
2.9279,50.633
2.9295,50.500
2.9311,51.400
2.9326,53.233
2.9342,54.467
2.9358,53.533
2.9373,50.900
2.9389,48.033
2.9404,46.767
2.9420,46.633
2.9436,47.200
2.9451,47.833
2.9467,48.433
2.9483,47.933
2.9498,46.200
2.9514,43.133
2.9529,40.700
2.9545,39.567
2.9561,40.000
2.9576,40.667
2.9592,40.333
2.9608,39.333
2.9623,38.500
2.9639,37.567
2.9654,36.467
2.9670,36.033
2.9686,35.233
2.9701,34.533
2.9717,33.533
2.9733,32.467
2.9748,31.567
2.9764,31.900
2.9779,32.000
2.9795,31.000
2.9811,29.533
2.9826,28.467
2.9842,27.967
2.9858,27.367
2.9873,26.767
2.9889,25.900
2.9904,25.367
2.9920,25.200
2.9936,25.100
2.9951,24.733
2.9967,23.800
2.9983,23.333
2.9998,22.900
3.0014,23.600
3.0029,24.800
3.0045,25.900
3.0061,25.700
3.0076,24.367
3.0092,23.200
3.0108,22.667
3.0123,22.167
3.0139,22.600
3.0154,22.000
3.0170,21.633
3.0186,22.067
3.0201,22.900
3.0217,22.900
3.0233,21.933
3.0248,21.167
3.0264,21.100
3.0279,20.433
3.0295,20.400
3.0311,20.300
3.0326,19.900
3.0342,19.967
3.0358,20.067
3.0373,19.567
3.0389,18.833
3.0404,18.900
3.0420,19.400
3.0436,19.600
3.0451,19.800
3.0467,20.067
3.0483,21.000
3.0498,21.200
3.0514,21.467
3.0529,21.200
3.0545,20.600
3.0561,20.233
3.0576,20.267
3.0592,20.333
3.0608,20.667
3.0623,20.433
3.0639,20.733
3.0654,20.467
3.0670,20.067
3.0686,19.967
3.0701,18.967
3.0717,18.633
3.0733,18.533
3.0748,17.967
3.0764,18.667
3.0779,19.500
3.0795,20.733
3.0811,21.267
3.0826,21.900
3.0842,21.567
3.0858,20.633
3.0873,19.667
3.0889,19.367
3.0904,18.433
3.0920,17.633
3.0936,17.233
3.0951,17.000
3.0967,16.967
3.0983,17.367
3.0998,17.967
3.1014,19.633
3.1029,19.500
3.1045,18.900
3.1061,19.167
3.1076,20.767
3.1092,20.767
3.1108,20.200
3.1123,20.333
3.1139,20.167
3.1154,19.533
3.1170,19.633
3.1186,19.933
3.1201,19.867
3.1217,19.900
3.1233,20.000
3.1248,19.800
3.1264,19.500
3.1279,18.800
3.1295,17.367
3.1311,16.467
3.1326,16.033
3.1342,16.400
3.1358,16.200
3.1373,16.167
3.1389,16.000
3.1404,16.133
3.1420,16.133
3.1436,16.200
3.1451,17.100
3.1467,17.667
3.1482,17.500
3.1498,17.400
3.1514,17.467
3.1529,17.167
3.1545,17.500
3.1561,17.867
3.1576,17.733
3.1592,17.900
3.1607,18.000
3.1623,17.100
3.1639,16.300
3.1654,15.733
3.1670,15.200
3.1686,14.933
3.1701,14.700
3.1717,14.600
3.1732,14.567
3.1748,14.633
3.1764,15.200
3.1779,15.667
3.1795,16.633
3.1811,17.500
3.1826,18.133
3.1842,18.200
3.1857,17.967
3.1873,18.033
3.1889,18.100
3.1904,17.533
3.1920,17.200
3.1936,16.733
3.1951,16.100
3.1967,15.800
3.1982,15.700
3.1998,15.733
3.2014,15.800
3.2029,15.867
3.2045,16.300
3.2061,16.533
3.2076,16.267
3.2092,16.000
3.2107,16.100
3.2123,16.233
3.2139,16.667
3.2154,16.133
3.2170,15.733
3.2186,15.600
3.2201,15.300
3.2217,15.500
3.2232,15.967
3.2248,16.833
3.2264,17.767
3.2279,17.800
3.2295,17.700
3.2311,17.667
3.2326,17.800
3.2342,17.467
3.2357,16.233
3.2373,15.567
3.2389,15.200
3.2404,15.100
3.2420,15.133
3.2436,15.067
3.2451,14.967
3.2467,14.933
3.2482,15.167
3.2498,15.233
3.2514,15.367
3.2529,15.667
3.2545,16.233
3.2561,16.567
3.2576,16.567
3.2592,16.367
3.2607,16.200
3.2623,16.100
3.2639,15.967
3.2654,16.000
3.2670,16.133
3.2686,16.500
3.2701,16.167
3.2717,15.767
3.2732,15.400
3.2748,15.233
3.2764,15.367
3.2779,15.800
3.2795,16.267
3.2811,16.600
3.2826,16.800
3.2842,16.667
3.2857,16.500
3.2873,16.100
3.2889,16.567
3.2904,16.533
3.2920,16.700
3.2936,16.433
3.2951,15.933
3.2967,15.733
3.2982,15.967
3.2998,15.933
3.3014,16.100
3.3029,16.267
3.3045,16.333
3.3061,16.500
3.3076,16.533
3.3092,16.300
3.3107,16.267
3.3123,16.400
3.3139,16.533
3.3154,16.500
3.3170,16.367
3.3186,16.267
3.3201,16.233
3.3217,16.067
3.3232,16.033
3.3248,16.133
3.3264,16.533
3.3279,16.800
3.3295,16.900
3.3311,16.833
3.3326,16.500
3.3342,16.367
3.3357,16.300
3.3373,16.200
3.3389,16.367
3.3404,16.567
3.3420,16.767
3.3435,16.867
3.3451,17.000
3.3467,17.167
3.3482,17.800
3.3498,18.267
3.3514,18.933
3.3529,19.333
3.3545,19.967
3.3560,19.867
3.3576,19.000
3.3592,18.167
3.3607,17.667
3.3623,17.400
3.3639,17.467
3.3654,17.300
3.3670,17.233
3.3685,17.167
3.3701,17.200
3.3717,17.400
3.3732,17.333
3.3748,17.500
3.3764,18.233
3.3779,18.733
3.3795,19.600
3.3810,20.867
3.3826,21.300
3.3842,21.833
3.3857,22.000
3.3873,22.733
3.3889,23.100
3.3904,22.567
3.3920,21.533
3.3935,21.067
3.3951,20.967
3.3967,20.700
3.3982,19.900
3.3998,19.367
3.4014,19.100
3.4029,19.167
3.4045,19.633
3.4060,19.833
3.4076,19.667
3.4092,19.633
3.4107,19.933
3.4123,20.033
3.4139,20.333
3.4154,20.500
3.4170,20.400
3.4185,20.300
3.4201,20.067
3.4217,19.833
3.4232,19.433
3.4248,19.067
3.4264,19.033
3.4279,18.933
3.4295,18.867
3.4310,18.800
3.4326,18.767
3.4342,18.633
3.4357,18.700
3.4373,18.800
3.4389,19.033
3.4404,20.000
3.4420,22.033
3.4435,23.433
3.4451,24.300
3.4467,24.433
3.4482,23.467
3.4498,22.267
3.4514,20.600
3.4529,19.367
3.4545,18.867
3.4560,18.867
3.4576,19.733
3.4592,20.833
3.4607,22.300
3.4623,22.967
3.4639,23.400
3.4654,23.000
3.4670,22.567
3.4685,22.400
3.4701,22.233
3.4717,21.867
3.4732,21.600
3.4748,21.467
3.4764,21.600
3.4779,22.033
3.4795,22.800
3.4810,23.267
3.4826,23.000
3.4842,23.467
3.4857,23.533
3.4873,23.167
3.4889,22.400
3.4904,21.233
3.4920,20.133
3.4935,19.700
3.4951,19.500
3.4967,20.033
3.4982,21.533
3.4998,22.533
3.5014,22.267
3.5029,22.100
3.5045,22.100
3.5060,22.167
3.5076,22.767
3.5092,23.200
3.5107,22.933
3.5123,22.167
3.5139,21.667
3.5154,21.833
3.5170,21.767
3.5185,21.133
3.5201,21.033
3.5217,21.133
3.5232,21.433
3.5248,21.567
3.5264,21.433
3.5279,22.100
3.5295,23.200
3.5310,23.633
3.5326,22.733
3.5342,21.600
3.5357,21.167
3.5373,20.900
3.5389,21.067
3.5404,21.233
3.5420,21.600
3.5435,21.800
3.5451,21.967
3.5467,22.333
3.5482,22.367
3.5498,22.600
3.5514,23.000
3.5529,22.800
3.5545,22.133
3.5560,21.433
3.5576,20.900
3.5592,20.733
3.5607,20.767
3.5623,20.933
3.5638,21.333
3.5654,21.733
3.5670,21.467
3.5685,20.900
3.5701,21.033
3.5717,21.500
3.5732,21.767
3.5748,21.633
3.5763,21.600
3.5779,21.533
3.5795,21.633
3.5810,21.633
3.5826,21.533
3.5842,21.467
3.5857,21.600
3.5873,22.033
3.5888,22.400
3.5904,22.200
3.5920,22.067
3.5935,22.000
3.5951,21.900
3.5967,21.733
3.5982,21.700
3.5998,21.600
3.6013,21.767
3.6029,22.133
3.6045,22.967
3.6060,23.433
3.6076,23.767
3.6092,24.067
3.6107,24.767
3.6123,25.100
3.6138,24.967
3.6154,24.333
3.6170,23.500
3.6185,22.900
3.6201,22.467
3.6217,22.367
3.6232,22.933
3.6248,24.333
3.6263,27.067
3.6279,27.967
3.6295,27.800
3.6310,27.600
3.6326,27.233
3.6342,26.567
3.6357,25.200
3.6373,23.767
3.6388,23.367
3.6404,23.800
3.6420,24.700
3.6435,25.533
3.6451,25.400
3.6467,25.333
3.6482,25.033
3.6498,24.833
3.6513,24.833
3.6529,25.367
3.6545,26.167
3.6560,26.100
3.6576,25.267
3.6592,25.100
3.6607,24.967
3.6623,25.033
3.6638,24.833
3.6654,24.733
3.6670,24.967
3.6685,25.333
3.6701,25.667
3.6717,26.000
3.6732,25.733
3.6748,25.533
3.6763,25.533
3.6779,25.467
3.6795,25.867
3.6810,26.400
3.6826,27.367
3.6842,28.300
3.6857,28.600
3.6873,28.633
3.6888,28.533
3.6904,28.233
3.6920,27.967
3.6935,27.767
3.6951,27.433
3.6967,27.233
3.6982,27.767
3.6998,28.300
3.7013,29.067
3.7029,28.867
3.7045,28.533
3.7060,28.500
3.7076,28.300
3.7092,27.500
3.7107,26.700
3.7123,26.100
3.7138,26.100
3.7154,26.433
3.7170,26.667
3.7185,27.433
3.7201,28.733
3.7217,28.533
3.7232,28.300
3.7248,28.433
3.7263,27.933
3.7279,27.400
3.7295,26.967
3.7310,26.933
3.7326,26.800
3.7342,26.600
3.7357,26.733
3.7373,27.433
3.7388,28.233
3.7404,28.567
3.7420,28.133
3.7435,27.800
3.7451,28.033
3.7467,28.567
3.7482,29.533
3.7498,30.433
3.7513,30.567
3.7529,30.267
3.7545,30.233
3.7560,30.400
3.7576,30.367
3.7592,30.133
3.7607,29.733
3.7623,29.067
3.7638,28.167
3.7654,27.267
3.7670,27.067
3.7685,27.333
3.7701,28.033
3.7716,28.933
3.7732,29.500
3.7748,29.600
3.7763,29.967
3.7779,30.500
3.7795,31.200
3.7810,32.500
3.7826,33.033
3.7841,33.600
3.7857,33.667
3.7873,33.733
3.7888,33.633
3.7904,32.633
3.7920,31.533
3.7935,30.600
3.7951,30.433
3.7966,30.833
3.7982,31.067
3.7998,30.267
3.8013,28.933
3.8029,28.200
3.8045,27.900
3.8060,27.867
3.8076,27.867
3.8091,27.900
3.8107,28.033
3.8123,27.900
3.8138,27.933
3.8154,28.000
3.8170,28.600
3.8185,29.467
3.8201,29.933
3.8216,30.033
3.8232,29.633
3.8248,28.933
3.8263,28.367
3.8279,28.000
3.8295,27.733
3.8310,27.533
3.8326,27.433
3.8341,27.567
3.8357,27.800
3.8373,28.200
3.8388,28.667
3.8404,29.000
3.8420,29.433
3.8435,29.467
3.8451,29.133
3.8466,28.933
3.8482,29.000
3.8498,28.900
3.8513,28.500
3.8529,28.467
3.8545,28.467
3.8560,28.800
3.8576,29.500
3.8591,30.300
3.8607,31.300
3.8623,32.333
3.8638,32.767
3.8654,32.833
3.8670,32.433
3.8685,32.033
3.8701,32.033
3.8716,32.567
3.8732,32.967
3.8748,33.400
3.8763,33.867
3.8779,33.900
3.8795,33.333
3.8810,32.500
3.8826,31.767
3.8841,31.533
3.8857,31.567
3.8873,31.733
3.8888,32.067
3.8904,32.867
3.8920,34.100
3.8935,35.033
3.8951,35.600
3.8966,35.733
3.8982,35.967
3.8998,36.433
3.9013,37.200
3.9029,36.767
3.9045,35.667
3.9060,35.333
3.9076,35.267
3.9091,35.600
3.9107,35.500
3.9123,35.400
3.9138,35.467
3.9154,36.133
3.9170,36.667
3.9185,37.333
3.9201,37.667
3.9216,37.500
3.9232,36.967
3.9248,36.633
3.9263,36.300
3.9279,35.800
3.9295,35.600
3.9310,36.567
3.9326,38.533
3.9341,40.433
3.9357,41.100
3.9373,40.867
3.9388,40.800
3.9404,41.333
3.9420,42.233
3.9435,43.433
3.9451,44.200
3.9466,44.167
3.9482,43.267
3.9498,42.167
3.9513,41.100
3.9529,40.367
3.9545,39.667
3.9560,38.733
3.9576,38.433
3.9591,38.467
3.9607,38.633
3.9623,38.900
3.9638,39.633
3.9654,40.067
3.9670,40.567
3.9685,40.467
3.9701,40.200
3.9716,40.633
3.9732,41.900
3.9748,42.767
3.9763,42.833
3.9779,43.133
3.9794,43.333
3.9810,42.967
3.9826,41.867
3.9841,40.933
3.9857,40.767
3.9873,40.633
3.9888,41.200
3.9904,42.233
3.9919,42.500
3.9935,42.167
3.9951,41.867
3.9966,41.867
3.9982,42.267
3.9998,43.300
4.0013,44.600
4.0029,45.733
4.0044,46.700
4.0060,47.267
4.0076,47.500
4.0091,47.433
4.0107,47.233
4.0123,46.900
4.0138,47.533
4.0154,47.667
4.0169,47.033
4.0185,46.267
4.0201,45.900
4.0216,45.700
4.0232,45.433
4.0248,44.767
4.0263,44.133
4.0279,43.600
4.0294,43.300
4.0310,43.200
4.0326,43.433
4.0341,43.567
4.0357,43.933
4.0373,44.667
4.0388,45.667
4.0404,46.133
4.0419,46.100
4.0435,45.967
4.0451,46.367
4.0466,47.433
4.0482,49.033
4.0498,50.167
4.0513,50.433
4.0529,51.433
4.0544,53.700
4.0560,55.833
4.0576,57.667
4.0591,59.267
4.0607,62.567
4.0623,67.000
4.0638,70.500
4.0654,71.433
4.0669,69.700
4.0685,66.767
4.0701,64.633
4.0716,64.400
4.0732,64.767
4.0748,64.900
4.0763,64.133
4.0779,63.833
4.0794,64.367
4.0810,64.233
4.0826,61.733
4.0841,57.100
4.0857,53.567
4.0873,52.900
4.0888,56.167
4.0904,62.400
4.0919,67.933
4.0935,68.900
4.0951,65.833
4.0966,61.633
4.0982,57.933
4.0998,55.900
4.1013,54.600
4.1029,53.400
4.1044,52.633
4.1060,52.667
4.1076,53.400
4.1091,56.600
4.1107,62.567
4.1123,68.100
4.1138,72.000
4.1154,73.733
4.1169,74.867
4.1185,75.767
4.1201,76.667
4.1216,76.033
4.1232,73.767
4.1248,71.733
4.1263,71.033
4.1279,72.233
4.1294,75.433
4.1310,78.100
4.1326,79.233
4.1341,80.367
4.1357,81.767
4.1373,81.633
4.1388,80.333
4.1404,78.867
4.1419,78.067
4.1435,78.633
4.1451,79.167
4.1466,79.500
4.1482,80.667
4.1498,81.667
4.1513,81.700
4.1529,81.033
4.1544,80.733
4.1560,81.433
4.1576,82.800
4.1591,84.533
4.1607,85.367
4.1623,85.300
4.1638,83.933
4.1654,82.133
4.1669,80.500
4.1685,79.700
4.1701,80.567
4.1716,83.933
4.1732,89.567
4.1748,95.133
4.1763,98.967
4.1779,101.167
4.1794,103.133
4.1810,104.167
4.1826,104.567
4.1841,104.400
4.1857,104.800
4.1872,106.067
4.1888,107.567
4.1904,107.967
4.1919,107.233
4.1935,106.100
4.1951,104.533
4.1966,103.333
4.1982,103.200
4.1997,103.100
4.2013,103.633
4.2029,104.100
4.2044,103.733
4.2060,103.700
4.2076,104.367
4.2091,105.300
4.2107,106.167
4.2122,106.633
4.2138,107.867
4.2154,109.833
4.2169,113.067
4.2185,118.300
4.2201,124.867
4.2216,132.400
4.2232,139.000
4.2247,145.167
4.2263,152.300
4.2279,161.133
4.2294,171.567
4.2310,182.933
4.2326,193.833
4.2341,203.800
4.2357,214.167
4.2372,224.400
4.2388,234.700
4.2404,242.833
4.2419,247.267
4.2435,249.733
4.2451,251.700
4.2466,252.900
4.2482,253.500
4.2497,253.367
4.2513,253.667
4.2529,253.733
4.2544,253.733
4.2560,253.767
4.2576,253.633
4.2591,253.667
4.2607,253.867
4.2622,253.867
4.2638,253.667
4.2654,253.467
4.2669,253.833
4.2685,254.033
4.2701,254.100
4.2716,254.200
4.2732,254.333
4.2747,254.400
4.2763,254.300
4.2779,254.167
4.2794,254.133
4.2810,254.133
4.2826,254.067
4.2841,254.000
4.2857,254.000
4.2872,254.000
4.2888,254.000
4.2904,254.000
4.2919,254.067
4.2935,254.167
4.2951,254.333
4.2966,254.400
4.2982,254.500
4.2997,254.667
4.3013,254.433
4.3029,254.233
4.3044,254.267
4.3060,254.367
4.3076,254.467
4.3091,254.633
4.3107,254.633
4.3122,254.667
4.3138,254.667
4.3154,254.667
4.3169,254.667
4.3185,254.667
4.3201,254.667
4.3216,254.667
4.3232,254.667
4.3247,254.667
4.3263,254.667
4.3279,254.667
4.3294,254.667
4.3310,254.667
4.3326,254.667
4.3341,254.667
4.3357,254.667
4.3372,254.667
4.3388,254.667
4.3404,254.667
4.3419,254.633
4.3435,254.567
4.3451,254.567
4.3466,254.567
4.3482,254.567
4.3497,254.567
4.3513,254.133
4.3529,253.733
4.3544,253.733
4.3560,253.800
4.3576,253.967
4.3591,254.167
4.3607,254.400
4.3622,254.667
4.3638,254.667
4.3654,254.667
4.3669,254.667
4.3685,254.667
4.3701,254.667
4.3716,254.733
4.3732,254.700
4.3747,254.800
4.3763,254.933
4.3779,254.933
4.3794,254.933
4.3810,254.800
4.3826,254.900
4.3841,254.867
4.3857,254.833
4.3872,254.800
4.3888,254.733
4.3904,254.667
4.3919,254.667
4.3935,254.667
4.3950,254.667
4.3966,254.533
4.3982,254.600
4.3997,254.667
4.4013,254.533
4.4029,254.167
4.4044,254.333
4.4060,254.500
4.4075,254.533
4.4091,254.600
4.4107,254.533
4.4122,254.533
4.4138,254.633
4.4154,254.700
4.4169,254.700
4.4185,254.700
4.4200,254.767
4.4216,254.767
4.4232,254.767
4.4247,254.767
4.4263,254.733
4.4279,254.567
4.4294,254.367
4.4310,254.400
4.4325,254.333
4.4341,254.267
4.4357,254.200
4.4372,254.200
4.4388,254.333
4.4404,254.500
4.4419,254.567
4.4435,254.667
4.4450,254.733
4.4466,254.767
4.4482,254.733
4.4497,254.733
4.4513,254.700
4.4529,254.633
4.4544,254.567
4.4560,254.567
4.4575,254.567
4.4591,254.567
4.4607,254.533
4.4622,254.533
4.4638,254.333
4.4654,254.133
4.4669,254.133
4.4685,254.133
4.4700,254.133
4.4716,254.133
4.4732,254.133
4.4747,254.067
4.4763,254.133
4.4779,254.267
4.4794,254.067
4.4810,254.133
4.4825,254.067
4.4841,253.867
4.4857,253.833
4.4872,253.800
4.4888,253.733
4.4904,253.667
4.4919,253.667
4.4935,253.767
4.4950,253.667
4.4966,253.467
4.4982,253.400
4.4997,253.267
4.5013,253.667
4.5029,253.700
4.5044,253.267
4.5060,252.833
4.5075,252.867
4.5091,252.467
4.5107,252.267
4.5122,251.800
4.5138,251.633
4.5154,250.300
4.5169,246.400
4.5185,240.600
4.5200,233.033
4.5216,224.800
4.5232,216.667
4.5247,207.600
4.5263,198.100
4.5279,189.767
4.5294,183.767
4.5310,179.333
4.5325,175.167
4.5341,170.667
4.5357,167.200
4.5372,164.400
4.5388,161.233
4.5404,157.633
4.5419,153.933
4.5435,150.233
4.5450,146.233
4.5466,141.933
4.5482,137.100
4.5497,131.367
4.5513,124.367
4.5529,117.500
4.5544,111.733
4.5560,108.000
4.5575,105.200
4.5591,102.667
4.5607,101.300
4.5622,100.633
4.5638,100.133
4.5654,99.900
4.5669,99.733
4.5685,99.667
4.5700,99.400
4.5716,98.733
4.5732,97.267
4.5747,95.300
4.5763,94.167
4.5779,93.267
4.5794,92.367
4.5810,91.567
4.5825,90.767
4.5841,91.167
4.5857,92.300
4.5872,92.667
4.5888,91.000
4.5904,88.000
4.5919,85.533
4.5935,84.833
4.5950,85.067
4.5966,85.867
4.5982,87.933
4.5997,90.200
4.6013,90.767
4.6028,87.733
4.6044,81.600
4.6060,76.033
4.6075,74.733
4.6091,77.233
4.6107,81.133
4.6122,84.133
4.6138,84.200
4.6153,81.667
4.6169,78.600
4.6185,76.200
4.6200,73.367
4.6216,71.200
4.6232,71.300
4.6247,72.700
4.6263,74.567
4.6278,76.100
4.6294,76.200
4.6310,76.400
4.6325,76.200
4.6341,76.600
4.6357,77.800
4.6372,78.100
4.6388,76.900
4.6403,77.767
4.6419,81.433
4.6435,82.000
4.6450,74.067
4.6466,64.267
4.6482,59.433
4.6497,58.467
4.6513,58.467
4.6528,58.733
4.6544,58.867
4.6560,57.900
4.6575,56.300
4.6591,55.533
4.6607,56.333
4.6622,58.500
4.6638,61.267
4.6653,63.033
4.6669,61.900
4.6685,59.800
4.6700,58.200
4.6716,57.600
4.6732,57.533
4.6747,58.167
4.6763,58.900
4.6778,59.067
4.6794,57.633
4.6810,56.333
4.6825,55.800
4.6841,55.867
4.6857,55.833
4.6872,55.633
4.6888,55.100
4.6903,55.567
4.6919,56.067
4.6935,56.300
4.6950,56.567
4.6966,56.933
4.6982,57.433
4.6997,57.633
4.7013,57.800
4.7028,58.100
4.7044,58.067
4.7060,57.033
4.7075,55.367
4.7091,53.667
4.7107,53.167
4.7122,52.767
4.7138,52.733
4.7153,52.567
4.7169,52.500
4.7185,52.833
4.7200,53.367
4.7216,53.700
4.7232,53.167
4.7247,52.167
4.7263,51.067
4.7278,49.933
4.7294,49.300
4.7310,48.467
4.7325,47.633
4.7341,46.933
4.7357,46.967
4.7372,47.100
4.7388,46.900
4.7403,46.400
4.7419,46.533
4.7435,47.267
4.7450,48.400
4.7466,48.500
4.7482,47.733
4.7497,46.500
4.7513,45.667
4.7528,45.300
4.7544,45.000
4.7560,45.000
4.7575,44.967
4.7591,44.967
4.7607,45.000
4.7622,45.033
4.7638,44.967
4.7653,44.733
4.7669,44.800
4.7685,44.767
4.7700,44.867
4.7716,45.100
4.7732,45.533
4.7747,46.233
4.7763,46.500
4.7778,46.400
4.7794,46.100
4.7810,45.600
4.7825,45.133
4.7841,44.633
4.7857,44.500
4.7872,44.433
4.7888,44.533
4.7903,44.533
4.7919,44.233
4.7935,43.633
4.7950,43.067
4.7966,42.700
4.7982,42.800
4.7997,43.233
4.8013,43.800
4.8028,44.300
4.8044,44.333
4.8060,45.067
4.8075,45.800
4.8091,46.267
4.8106,46.733
4.8122,46.767
4.8138,46.300
4.8153,45.433
4.8169,43.567
4.8185,42.333
4.8200,42.100
4.8216,42.433
4.8231,43.333
4.8247,44.300
4.8263,45.067
4.8278,45.900
4.8294,46.500
4.8310,47.267
4.8325,47.500
4.8341,46.467
4.8356,44.400
4.8372,42.367
4.8388,41.600
4.8403,42.500
4.8419,45.500
4.8435,48.233
