position;dPos;Intensity;dInt
-3.6571374999999997;0.00450079486150734;0.00895392156862745;0.0014544508928520247
-3.6501699999999997;0.004495260403121286;0.0075490196078431375;0.0020627103056286913
-3.6432049999999996;0.004509755946295135;0.008236274509803921;0.0024513902925216505
-3.6362399999999995;0.004505580557998087;0.006242156862745098;0.0020730958770502584
-3.6292699999999996;0.0045136789038635605;0.005425490196078431;0.0033363830723762604
-3.6223075;0.004531406855630784;0.006666666666666667;0.0026742606212863044
-3.6153399999999998;0.004535676566698251;0.008530392156862746;0.001484106926476986
-3.6083749999999997;0.004559754915077465;0.009150980392156862;0.0008283952113390222
-3.6014099999999996;0.004565325039867627;0.007418627450980392;0.0018170409548502818
-3.5944399999999996;0.004582986763835258;0.008694117647058824;0.0024385304713957683
-3.5874775;0.004610049580083893;0.008463725490196078;0.0016741913949311375
-3.58051;0.004623826670324963;0.007483333333333333;0.0022514802114122923
-3.5735449999999997;0.004656956775587368;0.008855882352941175;0.0014370770026058742
-3.5665799999999996;0.004671888762413086;0.00823529411764706;0.0011091871077436026
-3.5596099999999997;0.004698579938820092;0.008137254901960784;0.0019607843137254893
-3.5526474999999995;0.004734330100879418;0.009378431372549019;0.0029998983279793845
-3.5456799999999995;0.004757057869146475;0.009574509803921568;0.0024015331085175382
-3.538715;0.004798493854064243;0.011439215686274509;0.0018670401120373472
-3.5317499999999997;0.004822168789120526;0.012254901960784312;0.0020172573415043345
-3.5247824999999997;0.0048643118627982726;0.009445098039215685;0.0018784764004591292
-3.5178174999999996;0.00490077761289384;0.008333333333333333;0.0027450980392156863
-3.5108499999999996;0.004931717895145222;0.008202941176470588;0.0010543770105757256
-3.5038849999999995;0.004980587862791185;0.00931470588235294;0.002062296479459569
-3.49692;0.0050122344704594405;0.006993137254901961;0.0015164170591126164
-3.4899525;0.005061542706980989;0.008792156862745096;0.0007509232217696784
-3.4829874999999997;0.0051052694592623755;0.007941176470588236;0.0015010133703681114
-3.4760199999999997;0.005143588101497829;0.00895392156862745;0.0021072937420513996
-3.4690549999999996;0.0051989790328641015;0.009346078431372548;0.0011575360840940356
-3.46209;0.00523775641631441;0.010130392156862745;0.0023648706301881706
-3.4551225;0.005293327364173889;0.011405882352941175;0.0014225369701700915
-3.4481574999999998;0.0053434395875690465;0.009378431372549019;0.0004937440230756763
-3.4411899999999997;0.005388280899519965;0.007972549019607842;0.001921168425712297
-3.4342249999999996;0.005449305078909186;0.006666666666666666;0.00047828134366828534
-3.4272599999999995;0.005494370346100719;0.0077764705882352935;0.00347820514918956
-3.4202924999999995;0.005555342467185888;0.008266666666666667;0.0021598315871710206
-3.4133299999999998;0.005604766371538093;0.008462745098039216;0.0019607843137254897
-3.40636;0.005661542093818659;0.009508823529411764;0.0013899310200223421
-3.3993949999999997;0.0057273802070036805;0.008954901960784314;0.0020305951524305535
-3.3924299999999996;0.005777935103241157;0.008431372549019607;0.001180437755617204
-3.3854624999999996;0.0058435229617768225;0.007647058823529411;0.0028816743676807408
-3.3785;0.0058980314822732385;0.006665686274509804;0.0014789167213596446
-3.37153;0.005959443098286662;0.005293137254901961;0.0008682740247957874
-3.364565;0.0060293662653563024;0.00588235294117647;0.0005651777258951451
-3.3575999999999997;0.006084683882348276;0.007025490196078432;0.0010548655143496214
-3.3506324999999997;0.0061541942295961416;0.008855882352941177;0.002566023726500243
-3.3436699999999995;0.006213095845545541;0.008104901960784314;0.004458979883554978
-3.3366999999999996;0.0062784775652255055;0.010949019607843136;0.0009869064621268971
